,id,adult,title,original_language,overview,title,popularity,release_date,vote_average,vote_count
1061,71,False,Billy Elliot,en,"Set against the background of the 1984 Miners' Strike, 11-year-old Billy Elliot stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes.",Billy Elliot,26.062,2000-09-28,7.6,3270
1062,381289,False,A Dog's Purpose,en,A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.,A Dog's Purpose,65.185,2017-01-19,7.6,2771
1063,200481,False,The Blue Umbrella,en,"It is just another evening commute until the rain starts to fall, and the city comes alive to the sound of dripping rain pipes, whistling awnings and gurgling gutters.",The Blue Umbrella,6.431,2013-02-12,7.6,458
1064,10363,False,Purple Noon,fr,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",Purple Noon,11.218,1960-03-10,7.6,325
1065,137,False,Groundhog Day,en,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",Groundhog Day,17.673,1993-02-11,7.6,6470
1066,225745,False,Steins;Gate: The Movie - Load Region of Déjà Vu,ja,"One year after the events of the anime, Rintarou begins to feel the repercussions of extensive time travel, and eventually completely fades from reality. Kurisu, being the only companion to remember him, now must find a way to bring him back.",Steins;Gate: The Movie - Load Region of Déjà Vu,26.607,2013-04-20,7.6,238
1067,127533,False,Rurouni Kenshin Part I: Origins,ja,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",Rurouni Kenshin Part I: Origins,30.243,2012-08-25,7.6,621
1068,19413,False,"Ugly, Dirty and Bad",it,"Giacinto lives with his wife, their ten children and various other family members in a shack on the hills of Rome. Some time ago he has lost his left eye while at work, and got a consistent sum of money from the insurance company, which he keeps hidden from the rest of the family. His whole life is now based on defending the money he sees as his own, while the rest of the family tries to kill him.","Ugly, Dirty and Bad",5.605,1976-09-23,7.6,234
1069,11159,False,Secrets & Lies,en,"With both her adoptive parents now dead, a black optometrist decides to make contact with her birth mother, but is shocked to find out that she is white.",Secrets & Lies,8.063,1996-05-24,7.6,468
1070,11046,False,Where Eagles Dare,en,"World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.",Where Eagles Dare,15.643,1968-12-04,7.6,690
1071,9289,False,The Longest Day,en,"The retelling of June 6, 1944, from the perspectives of the Germans, US, British, Canadians, and the Free French. Marshall Erwin Rommel, touring the defenses being established as part of the Reich's Atlantic Wall, notes to his officers that when the Allied invasion comes they must be stopped on the beach. ""For the Allies as well as the Germans, it will be the longest day""",The Longest Day,15.689,1962-09-25,7.6,756
1072,491418,False,Instant Family,en,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",Instant Family,34.721,2018-11-13,7.6,2376
1073,1544,False,Imagine Me & You,en,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",Imagine Me & You,17.441,2005-05-16,7.6,824
1074,650,False,Boyz n the Hood,en,Boyz n the Hood is the popular and successful film and social criticism from John Singleton about the conditions in South Central Los Angeles where teenagers are involved in gun fights and drug dealing on a daily basis.,Boyz n the Hood,70.675,1991-07-12,7.6,1506
1075,484468,False,The Wolf's Call,fr,"With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem—or sound—using only his ears.",The Wolf's Call,17.972,2019-02-20,7.6,1593
1076,198375,False,The Garden of Words,ja,"Takao, who is training to become a shoemaker, skipped school and is sketching shoes in a Japanese-style garden. He meets a mysterious woman, Yukino, who is older than him. Then, without arranging the times, the two start to see each other again and again, but only on rainy days. They deepen their relationship and open up to each other. But the end of the rainy season soon approaches...",The Garden of Words,41.876,2013-05-31,7.6,1615
1077,17431,False,Moon,en,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",Moon,25.684,2009-06-12,7.6,4801
1078,15014,False,Bianca,it,"Eccentric and full of manias, Michele is a young high school professor who defines himself as “not used to happiness”. He realizes his life is meaningless if he doesn’t have a woman by his side but, after a series of rather disastrous experiences, he feels more alone than ever. Then, out of the blue, a new French teacher called Bianca arrives at school. Amongst uncertainties and contradictions, the two start dating. In the meantime, a series of homicides take place and a police officer begins to suspect that Michele is involved. Bianca will save him providing an alibi at the right moment, but then, everything goes wrong again.",Bianca,4.455,1984-02-23,7.6,310
1079,41411,False,The Round Up,fr,"A faithful retelling of the 1942 ""Vel' d'Hiv Roundup"" and the events surrounding it.",The Round Up,10.076,2010-03-10,7.6,878
1080,2487,False,Lady Snowblood,ja,Yuki's family is nearly wiped out before she is born due to the machinations of a band of criminals. These criminals kidnap and brutalize her mother but leave her alive. Later her mother ends up in prison with only revenge to keep her alive. She creates an instrument for this revenge by purposefully getting pregnant. Yuki never knows the love of a family but only killing and revenge.,Lady Snowblood,7.713,1973-12-01,7.6,258
1081,768744,False,My Hero Academia: World Heroes' Mission,ja,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-classic selected hero team. It is up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",My Hero Academia: World Heroes' Mission,658.282,2021-08-06,7.6,251
1082,483184,False,Dogman,it,"Marcello, a small and gentle dog groomer, finds himself involved in a dangerous relationship of subjugation with Simone, a former violent boxer who terrorizes the entire neighborhood. In an effort to reaffirm his dignity, Marcello will submit to an unexpected act of vengeance.",Dogman,7.444,2018-05-17,7.6,1940
1083,203101,False,High School of the Dead: Drifters of the Dead,ja,"In their efforts to find a safe haven from the zombie apocalypse, the gang find themselves on a deserted island. Now, they take advantage of the momentary respite to enjoy some surf, sand and bathing suits!",High School of the Dead: Drifters of the Dead,17.501,2011-04-25,7.6,414
